index;nome;grupo;logo;url
1404;Record Bauru HD;RECORD;https://upload.wikimedia.org/wikipedia/pt/1/10/Logotipo_da_Record.png?20190726203014;http://alphaboxapp3.click:80/878698658teste/181506425/58119.ts
1409;Band SP 4K;BAND;https://upload.wikimedia.org/wikipedia/commons/2/21/Rede_Bandeirantes_logo_2011.svg;http://alphaboxapp3.click:80/878698658teste/181506425/40288.ts
1410;Band SP FHD;BAND;https://upload.wikimedia.org/wikipedia/commons/2/21/Rede_Bandeirantes_logo_2011.svg;http://alphaboxapp3.click:80/878698658teste/181506425/40258.ts
1411;Band SP HD;BAND;https://upload.wikimedia.org/wikipedia/commons/2/21/Rede_Bandeirantes_logo_2011.svg;http://alphaboxapp3.click:80/878698658teste/181506425/40277.ts
1413;Band HD;BAND;https://upload.wikimedia.org/wikipedia/commons/2/21/Rede_Bandeirantes_logo_2011.svg;http://alphaboxapp3.click:80/878698658teste/181506425/40264.ts
1414;BAND SD;BAND;https://upload.wikimedia.org/wikipedia/commons/2/21/Rede_Bandeirantes_logo_2011.svg;http://alphaboxapp3.click:80/878698658teste/181506425/40276.ts
1415;Band RJ FHD;BAND;https://upload.wikimedia.org/wikipedia/commons/2/21/Rede_Bandeirantes_logo_2011.svg;http://alphaboxapp3.click:80/878698658teste/181506425/40292.ts
1417;Band RJ HD;BAND;https://upload.wikimedia.org/wikipedia/commons/2/21/Rede_Bandeirantes_logo_2011.svg;http://alphaboxapp3.click:80/878698658teste/181506425/40274.ts
1418;Band News FHD;BAND;https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/BandNews_TV_logo_2010.svg/960px-BandNews_TV_logo_2010.svg.png;http://alphaboxapp3.click:80/878698658teste/181506425/40291.ts
1419;Band News 4K;BAND;https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/BandNews_TV_logo_2010.svg/960px-BandNews_TV_logo_2010.svg.png;http://alphaboxapp3.click:80/878698658teste/181506425/40287.ts
1421;Band News HD;BAND;https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/BandNews_TV_logo_2010.svg/960px-BandNews_TV_logo_2010.svg.png;http://alphaboxapp3.click:80/878698658teste/181506425/40266.ts
1422;Band News FHD;BAND;https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/BandNews_TV_logo_2010.svg/960px-BandNews_TV_logo_2010.svg.png;http://alphaboxapp3.click:80/878698658teste/181506425/40265.ts
1423;Band Sports 4K;BAND;https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/BandSports_logo.svg/960px-BandSports_logo.svg.png;http://alphaboxapp3.click:80/878698658teste/181506425/40289.ts
1424;Band Sports FHD;BAND;https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/BandSports_logo.svg/960px-BandSports_logo.svg.png;http://alphaboxapp3.click:80/878698658teste/181506425/40285.ts
1425;Band Sports HD;BAND;https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/BandSports_logo.svg/960px-BandSports_logo.svg.png;http://alphaboxapp3.click:80/878698658teste/181506425/40280.ts
1427;BAND BAHIA HD;BAND;https://upload.wikimedia.org/wikipedia/commons/2/21/Rede_Bandeirantes_logo_2011.svg;http://alphaboxapp3.click:80/878698658teste/181506425/40260.ts
1428;Band PR FHD;BAND;https://upload.wikimedia.org/wikipedia/commons/2/21/Rede_Bandeirantes_logo_2011.svg;http://alphaboxapp3.click:80/878698658teste/181506425/58117.ts
1429;BAND CEARA HD;BAND;https://upload.wikimedia.org/wikipedia/commons/2/21/Rede_Bandeirantes_logo_2011.svg;http://alphaboxapp3.click:80/878698658teste/181506425/40293.ts
1430;Band RS HD;BAND;https://upload.wikimedia.org/wikipedia/commons/2/21/Rede_Bandeirantes_logo_2011.svg;http://alphaboxapp3.click:80/878698658teste/181506425/40275.ts
1431;Band PR Maringa HD;BAND;https://upload.wikimedia.org/wikipedia/commons/2/21/Rede_Bandeirantes_logo_2011.svg;http://alphaboxapp3.click:80/878698658teste/181506425/40272.ts
1432;Band ES HD;BAND;https://upload.wikimedia.org/wikipedia/commons/2/21/Rede_Bandeirantes_logo_2011.svg;http://alphaboxapp3.click:80/878698658teste/181506425/40263.ts
1433;BAND CURITIBA HD;BAND;https://upload.wikimedia.org/wikipedia/commons/2/21/Rede_Bandeirantes_logo_2011.svg;http://alphaboxapp3.click:80/878698658teste/181506425/40262.ts
1434;BAND BELEM DO PARA HD;BAND;https://upload.wikimedia.org/wikipedia/commons/2/21/Rede_Bandeirantes_logo_2011.svg;http://alphaboxapp3.click:80/878698658teste/181506425/40261.ts
1436;SBT SP HD;CANAIS SBT;https://upload.wikimedia.org/wikipedia/pt/thumb/4/41/Logotipo_do_SBT.svg/500px-Logotipo_do_SBT.svg.png?20150423190334;http://alphaboxapp3.click:80/878698658teste/181506425/34609.ts
1437;SBT SP FHD;CANAIS SBT;https://upload.wikimedia.org/wikipedia/pt/thumb/4/41/Logotipo_do_SBT.svg/500px-Logotipo_do_SBT.svg.png?20150423190334;http://alphaboxapp3.click:80/878698658teste/181506425/34586.ts
1438;SBT RJ HD;CANAIS SBT;https://upload.wikimedia.org/wikipedia/pt/thumb/4/41/Logotipo_do_SBT.svg/500px-Logotipo_do_SBT.svg.png?20150423190334;http://alphaboxapp3.click:80/878698658teste/181506425/34606.ts
1439;SBT RJ Capital HD;CANAIS SBT;https://upload.wikimedia.org/wikipedia/pt/thumb/4/41/Logotipo_do_SBT.svg/500px-Logotipo_do_SBT.svg.png?20150423190334;http://alphaboxapp3.click:80/878698658teste/181506425/34605.ts
1440;SBT BAHIA FHD;CANAIS SBT;https://upload.wikimedia.org/wikipedia/pt/thumb/4/41/Logotipo_do_SBT.svg/500px-Logotipo_do_SBT.svg.png?20150423190334;http://alphaboxapp3.click:80/878698658teste/181506425/34587.ts
1441;SBT BA HD;CANAIS SBT;https://upload.wikimedia.org/wikipedia/pt/thumb/4/41/Logotipo_do_SBT.svg/500px-Logotipo_do_SBT.svg.png?20150423190334;http://alphaboxapp3.click:80/878698658teste/181506425/34588.ts
1442;SBT GOIAS FHD;CANAIS SBT;https://upload.wikimedia.org/wikipedia/pt/thumb/4/41/Logotipo_do_SBT.svg/500px-Logotipo_do_SBT.svg.png?20150423190334;http://alphaboxapp3.click:80/878698658teste/181506425/34621.ts
1443;SBT RS FHD;CANAIS SBT;https://upload.wikimedia.org/wikipedia/pt/thumb/4/41/Logotipo_do_SBT.svg/500px-Logotipo_do_SBT.svg.png?20150423190334;http://alphaboxapp3.click:80/878698658teste/181506425/34620.ts
1444;SBT TV SERRA DOURADA FHD;CANAIS SBT;https://upload.wikimedia.org/wikipedia/pt/thumb/4/41/Logotipo_do_SBT.svg/500px-Logotipo_do_SBT.svg.png?20150423190334;http://alphaboxapp3.click:80/878698658teste/181506425/34619.ts
1445;SBT CENTRAL FHD;CANAIS SBT;https://upload.wikimedia.org/wikipedia/pt/thumb/4/41/Logotipo_do_SBT.svg/500px-Logotipo_do_SBT.svg.png?20150423190334;http://alphaboxapp3.click:80/878698658teste/181506425/34618.ts
1446;SBT RP FHD;CANAIS SBT;https://upload.wikimedia.org/wikipedia/pt/thumb/4/41/Logotipo_do_SBT.svg/500px-Logotipo_do_SBT.svg.png?20150423190334;http://alphaboxapp3.click:80/878698658teste/181506425/34617.ts
1447;SBT CIDADE VERDE FHD;CANAIS SBT;https://upload.wikimedia.org/wikipedia/pt/thumb/4/41/Logotipo_do_SBT.svg/500px-Logotipo_do_SBT.svg.png?20150423190334;http://alphaboxapp3.click:80/878698658teste/181506425/34615.ts
1448;SBT CEARA JANGADEIRO HD;CANAIS SBT;https://upload.wikimedia.org/wikipedia/pt/thumb/4/41/Logotipo_do_SBT.svg/500px-Logotipo_do_SBT.svg.png?20150423190334;http://alphaboxapp3.click:80/878698658teste/181506425/34613.ts
1449;SBT JORNAL INTERIOR HD;CANAIS SBT;https://upload.wikimedia.org/wikipedia/pt/thumb/4/41/Logotipo_do_SBT.svg/500px-Logotipo_do_SBT.svg.png?20150423190334;http://alphaboxapp3.click:80/878698658teste/181506425/34612.ts
1450;SBT VTV HD;CANAIS SBT;https://upload.wikimedia.org/wikipedia/pt/thumb/4/41/Logotipo_do_SBT.svg/500px-Logotipo_do_SBT.svg.png?20150423190334;http://alphaboxapp3.click:80/878698658teste/181506425/34611.ts
1451;SBT SOROCABA HD;CANAIS SBT;https://upload.wikimedia.org/wikipedia/pt/thumb/4/41/Logotipo_do_SBT.svg/500px-Logotipo_do_SBT.svg.png?20150423190334;http://alphaboxapp3.click:80/878698658teste/181506425/34608.ts
1452;SBT SAO LUIZ DIFUSORA  HD;CANAIS SBT;https://upload.wikimedia.org/wikipedia/pt/thumb/4/41/Logotipo_do_SBT.svg/500px-Logotipo_do_SBT.svg.png?20150423190334;http://alphaboxapp3.click:80/878698658teste/181506425/34607.ts
1453;SBT REDE MASSA HD;CANAIS SBT;https://upload.wikimedia.org/wikipedia/pt/thumb/4/41/Logotipo_do_SBT.svg/500px-Logotipo_do_SBT.svg.png?20150423190334;http://alphaboxapp3.click:80/878698658teste/181506425/34604.ts
1454;SBT RECIFE TV JRONAL HD;CANAIS SBT;https://upload.wikimedia.org/wikipedia/pt/thumb/4/41/Logotipo_do_SBT.svg/500px-Logotipo_do_SBT.svg.png?20150423190334;http://alphaboxapp3.click:80/878698658teste/181506425/34603.ts
1455;SBT PR HD;CANAIS SBT;https://upload.wikimedia.org/wikipedia/pt/thumb/4/41/Logotipo_do_SBT.svg/500px-Logotipo_do_SBT.svg.png?20150423190334;http://alphaboxapp3.click:80/878698658teste/181506425/34602.ts
1456;SBT PARÁ HD;CANAIS SBT;https://upload.wikimedia.org/wikipedia/pt/thumb/4/41/Logotipo_do_SBT.svg/500px-Logotipo_do_SBT.svg.png?20150423190334;http://alphaboxapp3.click:80/878698658teste/181506425/34601.ts
1457;SBT MT HD;CANAIS SBT;https://upload.wikimedia.org/wikipedia/pt/thumb/4/41/Logotipo_do_SBT.svg/500px-Logotipo_do_SBT.svg.png?20150423190334;http://alphaboxapp3.click:80/878698658teste/181506425/34599.ts
1458;SBT ES HD;CANAIS SBT;https://upload.wikimedia.org/wikipedia/pt/thumb/4/41/Logotipo_do_SBT.svg/500px-Logotipo_do_SBT.svg.png?20150423190334;http://alphaboxapp3.click:80/878698658teste/181506425/34589.ts
1459;BAND PE;BAND;https://upload.wikimedia.org/wikipedia/commons/2/21/Rede_Bandeirantes_logo_2011.svg;http://alphaboxapp3.click:80/878698658teste/181506425/630837.ts
1460;TV TAMBAU;CANAIS SBT;https://upload.wikimedia.org/wikipedia/pt/thumb/4/41/Logotipo_do_SBT.svg/500px-Logotipo_do_SBT.svg.png?20150423190334;http://alphaboxapp3.click:80/878698658teste/181506425/632260.ts
1461;BAND Campinas;BAND;https://upload.wikimedia.org/wikipedia/commons/2/21/Rede_Bandeirantes_logo_2011.svg;http://alphaboxapp3.click:80/878698658teste/181506425/694697.ts
1462;RECORDTV CAMPINAS;RECORD;;http://alphaboxapp3.click:80/878698658teste/181506425/694698.ts
1463;Fish TV FHD;DOGTV - FISHTV;;http://alphaboxapp3.click:80/878698658teste/181506425/698187.ts
1464;Fish TV HD;DOGTV - FISHTV;;http://alphaboxapp3.click:80/878698658teste/181506425/698188.ts
1465;Fish TV SD;DOGTV - FISHTV;;http://alphaboxapp3.click:80/878698658teste/181506425/698189.ts
1476;SONY ONE EMOÇÕES;FILMES E SÉRIES;;http://alphaboxapp3.click:80/878698658teste/181506425/698215.ts
1477;SONY MOVIES;FILMES E SÉRIES;;http://alphaboxapp3.click:80/878698658teste/181506425/698216.ts
1478;Sabor & Arte 2;VARIEDADES;;http://alphaboxapp3.click:80/878698658teste/181506425/698217.ts
